"rollno","name","age","grade","department"
"R72979","Student72979",19,"F","ECE"
"R72980","Student72980",18,"C","Mech"
"R72981","Student72981",29,"D","ECE"
"R72982","Student72982",19,"B","CS"
"R72983","Student72983",18,"C","Civil"
"R72984","Student72984",30,"A","Mech"
"R72985","Student72985",19,"F","Civil"
"R72986","Student72986",29,"B","ECE"
"R72987","Student72987",29,"B","Civil"
"R72988","Student72988",28,"C","Civil"
"R72989","Student72989",24,"A","Mech"
"R72990","Student72990",30,"F","Mech"
"R72991","Student72991",23,"D","ECE"
"R72992","Student72992",24,"D","Civil"
"R72993","Student72993",27,"D","ECE"
"R72994","Student72994",19,"F","ECE"
"R72995","Student72995",30,"C","ECE"
"R72996","Student72996",20,"D","Civil"
"R72997","Student72997",25,"B","Civil"
"R72998","Student72998",22,"A","CS"
"R72999","Student72999",23,"C","Mech"
"R73000","Student73000",22,"B","CS"
"R73001","Student73001",23,"B","Civil"
"R73002","Student73002",20,"C","IT"
"R73003","Student73003",29,"D","Mech"
"R73004","Student73004",23,"A","IT"
"R73005","Student73005",27,"C","Civil"
"R73006","Student73006",29,"D","CS"
"R73007","Student73007",23,"C","Mech"
"R73008","Student73008",23,"A","ECE"
"R73009","Student73009",20,"A","IT"
"R73010","Student73010",18,"A","ECE"
"R73011","Student73011",23,"A","ECE"
"R73012","Student73012",20,"A","Mech"
"R73013","Student73013",23,"D","Mech"
"R73014","Student73014",23,"B","CS"
"R73015","Student73015",26,"B","Civil"
"R73016","Student73016",28,"A","Civil"
"R73017","Student73017",30,"B","ECE"
"R73018","Student73018",20,"C","Mech"
"R73019","Student73019",22,"A","Mech"
"R73020","Student73020",22,"B","Civil"
"R73021","Student73021",18,"A","IT"
"R73022","Student73022",20,"B","IT"
"R73023","Student73023",25,"C","CS"
"R73024","Student73024",18,"F","Civil"
"R73025","Student73025",29,"A","IT"
"R73026","Student73026",18,"A","CS"
"R73027","Student73027",27,"B","IT"
"R73028","Student73028",29,"D","CS"
"R73029","Student73029",29,"C","Mech"
"R73030","Student73030",22,"B","ECE"
"R73031","Student73031",20,"B","Civil"
"R73032","Student73032",30,"F","Mech"
"R73033","Student73033",24,"A","Mech"
"R73034","Student73034",20,"F","Civil"
"R73035","Student73035",24,"C","CS"
"R73036","Student73036",23,"C","IT"
"R73037","Student73037",30,"F","IT"
"R73038","Student73038",27,"B","CS"
"R73039","Student73039",30,"F","IT"
"R73040","Student73040",30,"C","ECE"
"R73041","Student73041",26,"A","Mech"
"R73042","Student73042",23,"B","ECE"
"R73043","Student73043",30,"D","Civil"
"R73044","Student73044",22,"D","IT"
"R73045","Student73045",27,"C","CS"
"R73046","Student73046",21,"C","CS"
"R73047","Student73047",29,"D","Mech"
"R73048","Student73048",30,"B","CS"
"R73049","Student73049",27,"F","ECE"
"R73050","Student73050",25,"A","ECE"
"R73051","Student73051",21,"F","Civil"
"R73052","Student73052",28,"F","CS"
"R73053","Student73053",18,"B","ECE"
"R73054","Student73054",30,"B","Civil"
"R73055","Student73055",29,"D","ECE"
"R73056","Student73056",20,"A","ECE"
"R73057","Student73057",24,"C","IT"
"R73058","Student73058",20,"A","IT"
"R73059","Student73059",28,"F","Mech"
"R73060","Student73060",28,"A","Mech"
"R73061","Student73061",29,"F","Mech"
"R73062","Student73062",25,"F","Mech"
"R73063","Student73063",18,"D","CS"
"R73064","Student73064",30,"C","ECE"
"R73065","Student73065",25,"B","Mech"
"R73066","Student73066",18,"C","IT"
"R73067","Student73067",18,"F","CS"
"R73068","Student73068",26,"C","CS"
"R73069","Student73069",20,"B","Civil"
"R73070","Student73070",29,"D","ECE"
"R73071","Student73071",29,"D","Civil"
"R73072","Student73072",29,"C","Civil"
"R73073","Student73073",29,"B","ECE"
"R73074","Student73074",18,"A","CS"
"R73075","Student73075",27,"B","CS"
"R73076","Student73076",24,"C","IT"
"R73077","Student73077",30,"B","ECE"
"R73078","Student73078",23,"D","Mech"
"R73079","Student73079",22,"F","CS"
"R73080","Student73080",23,"F","IT"
"R73081","Student73081",18,"B","IT"
"R73082","Student73082",19,"B","Mech"
"R73083","Student73083",30,"A","CS"
"R73084","Student73084",27,"F","CS"
"R73085","Student73085",25,"C","ECE"
"R73086","Student73086",18,"F","IT"
"R73087","Student73087",30,"F","Civil"
"R73088","Student73088",25,"B","ECE"
"R73089","Student73089",19,"C","CS"
"R73090","Student73090",18,"B","ECE"
"R73091","Student73091",28,"C","IT"
"R73092","Student73092",26,"B","Civil"
"R73093","Student73093",19,"C","CS"
"R73094","Student73094",21,"A","CS"
"R73095","Student73095",27,"A","ECE"
"R73096","Student73096",24,"D","Mech"
"R73097","Student73097",23,"D","Civil"
"R73098","Student73098",20,"F","CS"
"R73099","Student73099",25,"B","Mech"
"R73100","Student73100",30,"C","Civil"
"R73101","Student73101",26,"C","Civil"
"R73102","Student73102",22,"B","CS"
"R73103","Student73103",30,"B","Mech"
"R73104","Student73104",28,"C","Mech"
"R73105","Student73105",23,"C","Civil"
"R73106","Student73106",25,"B","ECE"
"R73107","Student73107",20,"C","CS"
"R73108","Student73108",24,"A","ECE"
"R73109","Student73109",22,"F","Civil"
"R73110","Student73110",24,"D","ECE"
"R73111","Student73111",18,"A","ECE"
"R73112","Student73112",22,"C","IT"
"R73113","Student73113",28,"D","CS"
"R73114","Student73114",19,"C","CS"
"R73115","Student73115",21,"A","Mech"
"R73116","Student73116",23,"B","Civil"
"R73117","Student73117",22,"F","Civil"
"R73118","Student73118",23,"F","Civil"
"R73119","Student73119",18,"D","ECE"
"R73120","Student73120",23,"A","Civil"
"R73121","Student73121",20,"D","Mech"
"R73122","Student73122",24,"D","CS"
"R73123","Student73123",30,"B","Civil"
"R73124","Student73124",30,"C","IT"
"R73125","Student73125",30,"B","CS"
"R73126","Student73126",18,"F","CS"
"R73127","Student73127",27,"D","ECE"
"R73128","Student73128",20,"A","IT"
"R73129","Student73129",25,"C","CS"
"R73130","Student73130",29,"D","Civil"
"R73131","Student73131",26,"A","CS"
"R73132","Student73132",29,"A","Civil"
"R73133","Student73133",23,"D","IT"
"R73134","Student73134",26,"A","ECE"
"R73135","Student73135",26,"C","ECE"
"R73136","Student73136",23,"C","Mech"
"R73137","Student73137",24,"B","CS"
"R73138","Student73138",25,"C","CS"
"R73139","Student73139",28,"F","CS"
"R73140","Student73140",19,"B","IT"
"R73141","Student73141",21,"B","IT"
"R73142","Student73142",25,"F","CS"
"R73143","Student73143",23,"A","ECE"
"R73144","Student73144",28,"C","ECE"
"R73145","Student73145",22,"A","ECE"
"R73146","Student73146",20,"C","Civil"
"R73147","Student73147",23,"B","Civil"
"R73148","Student73148",18,"D","ECE"
"R73149","Student73149",19,"D","ECE"
"R73150","Student73150",29,"F","ECE"
"R73151","Student73151",26,"C","ECE"
"R73152","Student73152",28,"C","ECE"
"R73153","Student73153",21,"F","Mech"
"R73154","Student73154",30,"D","Civil"
"R73155","Student73155",23,"B","ECE"
"R73156","Student73156",20,"A","CS"
"R73157","Student73157",30,"F","Mech"
"R73158","Student73158",19,"A","Mech"
"R73159","Student73159",27,"D","Mech"
"R73160","Student73160",21,"A","CS"
"R73161","Student73161",23,"F","IT"
"R73162","Student73162",19,"F","CS"
"R73163","Student73163",29,"C","Civil"
"R73164","Student73164",25,"D","IT"
"R73165","Student73165",27,"D","CS"
"R73166","Student73166",20,"C","Civil"
"R73167","Student73167",20,"C","CS"
"R73168","Student73168",27,"C","ECE"
"R73169","Student73169",19,"C","ECE"
"R73170","Student73170",18,"A","ECE"
"R73171","Student73171",24,"A","CS"
"R73172","Student73172",30,"A","IT"
"R73173","Student73173",24,"B","Civil"
"R73174","Student73174",27,"C","Mech"
"R73175","Student73175",26,"C","CS"
"R73176","Student73176",22,"B","Civil"
"R73177","Student73177",29,"A","Civil"
"R73178","Student73178",25,"A","IT"
"R73179","Student73179",19,"A","ECE"
"R73180","Student73180",28,"D","ECE"
"R73181","Student73181",25,"C","IT"
"R73182","Student73182",30,"D","Civil"
"R73183","Student73183",21,"F","CS"
"R73184","Student73184",22,"B","Mech"
"R73185","Student73185",23,"A","IT"
"R73186","Student73186",23,"F","IT"
"R73187","Student73187",25,"C","Civil"
"R73188","Student73188",22,"B","CS"
"R73189","Student73189",22,"D","ECE"
"R73190","Student73190",20,"A","Mech"
"R73191","Student73191",29,"D","IT"
"R73192","Student73192",26,"C","Mech"
"R73193","Student73193",25,"D","CS"
"R73194","Student73194",24,"C","Mech"
"R73195","Student73195",30,"B","ECE"
"R73196","Student73196",30,"C","Mech"
"R73197","Student73197",30,"D","CS"
"R73198","Student73198",21,"A","Civil"
"R73199","Student73199",25,"D","ECE"
"R73200","Student73200",20,"C","CS"
"R73201","Student73201",20,"D","ECE"
"R73202","Student73202",23,"D","Civil"
"R73203","Student73203",27,"F","Civil"
"R73204","Student73204",28,"A","IT"
"R73205","Student73205",21,"C","IT"
"R73206","Student73206",19,"C","CS"
"R73207","Student73207",24,"A","Mech"
"R73208","Student73208",25,"C","Civil"
"R73209","Student73209",23,"B","IT"
"R73210","Student73210",30,"A","ECE"
"R73211","Student73211",20,"A","CS"
"R73212","Student73212",24,"D","Mech"
"R73213","Student73213",26,"C","CS"
"R73214","Student73214",25,"B","Mech"
"R73215","Student73215",24,"D","ECE"
"R73216","Student73216",18,"A","IT"
"R73217","Student73217",27,"F","Civil"
"R73218","Student73218",27,"D","CS"
"R73219","Student73219",18,"C","ECE"
"R73220","Student73220",28,"B","CS"
"R73221","Student73221",29,"B","IT"
"R73222","Student73222",24,"D","Civil"
"R73223","Student73223",28,"F","Mech"
"R73224","Student73224",24,"A","CS"
"R73225","Student73225",19,"D","IT"
"R73226","Student73226",18,"B","Mech"
"R73227","Student73227",18,"C","CS"
"R73228","Student73228",30,"A","IT"
"R73229","Student73229",24,"B","Civil"
"R73230","Student73230",28,"F","IT"
"R73231","Student73231",20,"B","CS"
"R73232","Student73232",28,"C","CS"
"R73233","Student73233",20,"A","Civil"
"R73234","Student73234",27,"B","IT"
"R73235","Student73235",18,"D","Civil"
"R73236","Student73236",28,"B","Civil"
"R73237","Student73237",29,"B","Mech"
"R73238","Student73238",20,"F","Civil"
"R73239","Student73239",27,"C","ECE"
"R73240","Student73240",30,"F","Mech"
"R73241","Student73241",26,"C","CS"
"R73242","Student73242",23,"F","ECE"
"R73243","Student73243",20,"A","Civil"
"R73244","Student73244",29,"B","Mech"
"R73245","Student73245",21,"D","CS"
"R73246","Student73246",18,"A","CS"
"R73247","Student73247",18,"C","ECE"
"R73248","Student73248",23,"A","Civil"
"R73249","Student73249",29,"C","Civil"
"R73250","Student73250",19,"A","ECE"
"R73251","Student73251",18,"B","Mech"
"R73252","Student73252",27,"A","Mech"
"R73253","Student73253",20,"C","CS"
"R73254","Student73254",18,"F","CS"
"R73255","Student73255",25,"C","ECE"
"R73256","Student73256",24,"B","Civil"
"R73257","Student73257",27,"A","IT"
"R73258","Student73258",18,"D","Civil"
"R73259","Student73259",27,"B","CS"
"R73260","Student73260",25,"A","CS"
"R73261","Student73261",25,"F","CS"
"R73262","Student73262",28,"C","CS"
"R73263","Student73263",23,"B","ECE"
"R73264","Student73264",22,"A","ECE"
"R73265","Student73265",19,"A","IT"
"R73266","Student73266",30,"C","ECE"
"R73267","Student73267",23,"A","IT"
"R73268","Student73268",24,"A","Civil"
"R73269","Student73269",30,"D","IT"
"R73270","Student73270",23,"D","IT"
"R73271","Student73271",25,"C","CS"
"R73272","Student73272",27,"F","Civil"
"R73273","Student73273",19,"C","Civil"
"R73274","Student73274",26,"B","ECE"
"R73275","Student73275",29,"D","IT"
"R73276","Student73276",18,"C","IT"
"R73277","Student73277",24,"F","IT"
"R73278","Student73278",27,"D","Mech"
"R73279","Student73279",27,"B","CS"
"R73280","Student73280",18,"D","Mech"
"R73281","Student73281",30,"A","Mech"
"R73282","Student73282",28,"C","Mech"
"R73283","Student73283",28,"F","Civil"
"R73284","Student73284",19,"D","Mech"
"R73285","Student73285",29,"B","Mech"
"R73286","Student73286",30,"B","Mech"
"R73287","Student73287",19,"B","IT"
"R73288","Student73288",25,"D","CS"
"R73289","Student73289",26,"C","Civil"
"R73290","Student73290",18,"B","IT"
"R73291","Student73291",23,"C","ECE"
"R73292","Student73292",20,"B","Mech"
"R73293","Student73293",29,"C","Civil"
"R73294","Student73294",22,"B","IT"
"R73295","Student73295",22,"A","IT"
"R73296","Student73296",30,"C","IT"
"R73297","Student73297",30,"A","CS"
"R73298","Student73298",20,"F","IT"
"R73299","Student73299",28,"D","ECE"
"R73300","Student73300",23,"B","CS"
"R73301","Student73301",18,"B","Mech"
"R73302","Student73302",30,"D","Civil"
"R73303","Student73303",19,"A","CS"
"R73304","Student73304",18,"C","IT"
"R73305","Student73305",20,"A","ECE"
"R73306","Student73306",24,"F","Mech"
"R73307","Student73307",18,"A","CS"
"R73308","Student73308",21,"B","Mech"
"R73309","Student73309",19,"A","IT"
"R73310","Student73310",28,"B","Mech"
"R73311","Student73311",18,"B","Civil"
"R73312","Student73312",24,"C","ECE"
"R73313","Student73313",22,"D","ECE"
"R73314","Student73314",18,"A","CS"
"R73315","Student73315",22,"A","IT"
"R73316","Student73316",18,"A","IT"
"R73317","Student73317",22,"A","Civil"
"R73318","Student73318",21,"F","ECE"
"R73319","Student73319",25,"C","IT"
"R73320","Student73320",22,"A","Mech"
"R73321","Student73321",20,"B","ECE"
"R73322","Student73322",18,"F","ECE"
"R73323","Student73323",19,"F","CS"
"R73324","Student73324",30,"B","ECE"
"R73325","Student73325",22,"C","Mech"
"R73326","Student73326",21,"D","Mech"
"R73327","Student73327",21,"A","ECE"
"R73328","Student73328",19,"B","Mech"
"R73329","Student73329",25,"B","CS"
"R73330","Student73330",27,"F","ECE"
"R73331","Student73331",30,"B","Mech"
"R73332","Student73332",24,"C","IT"
"R73333","Student73333",25,"B","IT"
"R73334","Student73334",28,"F","IT"
"R73335","Student73335",20,"C","CS"
"R73336","Student73336",18,"C","CS"
"R73337","Student73337",18,"A","Civil"
"R73338","Student73338",21,"C","IT"
"R73339","Student73339",20,"A","IT"
"R73340","Student73340",18,"B","ECE"
"R73341","Student73341",22,"C","CS"
"R73342","Student73342",18,"D","Mech"
"R73343","Student73343",27,"F","Mech"
"R73344","Student73344",18,"C","ECE"
"R73345","Student73345",20,"D","ECE"
"R73346","Student73346",25,"B","Mech"
"R73347","Student73347",25,"A","IT"
"R73348","Student73348",20,"A","Civil"
"R73349","Student73349",19,"F","Civil"
"R73350","Student73350",25,"F","Civil"
"R73351","Student73351",23,"C","IT"
"R73352","Student73352",21,"A","Civil"
"R73353","Student73353",29,"F","Civil"
"R73354","Student73354",25,"D","CS"
"R73355","Student73355",27,"C","Civil"
"R73356","Student73356",26,"D","ECE"
"R73357","Student73357",28,"B","CS"
"R73358","Student73358",29,"D","Mech"
"R73359","Student73359",23,"A","CS"
"R73360","Student73360",21,"A","IT"
"R73361","Student73361",21,"F","IT"
"R73362","Student73362",23,"F","Civil"
"R73363","Student73363",19,"D","ECE"
"R73364","Student73364",24,"C","CS"
"R73365","Student73365",19,"D","Mech"
"R73366","Student73366",25,"A","Civil"
"R73367","Student73367",24,"B","Mech"
"R73368","Student73368",26,"B","ECE"
"R73369","Student73369",28,"C","CS"
"R73370","Student73370",29,"F","ECE"
"R73371","Student73371",23,"C","IT"
"R73372","Student73372",30,"D","Mech"
"R73373","Student73373",19,"C","Civil"
"R73374","Student73374",29,"A","ECE"
"R73375","Student73375",27,"C","ECE"
"R73376","Student73376",28,"A","Mech"
"R73377","Student73377",18,"A","CS"
"R73378","Student73378",25,"C","Mech"
"R73379","Student73379",27,"F","Civil"
"R73380","Student73380",20,"D","Civil"
"R73381","Student73381",24,"F","Mech"
"R73382","Student73382",22,"C","ECE"
"R73383","Student73383",30,"C","Mech"
"R73384","Student73384",21,"D","CS"
"R73385","Student73385",22,"B","ECE"
"R73386","Student73386",26,"B","ECE"
"R73387","Student73387",18,"C","Civil"
"R73388","Student73388",23,"F","IT"
"R73389","Student73389",22,"B","ECE"
"R73390","Student73390",27,"D","CS"
"R73391","Student73391",30,"C","ECE"
"R73392","Student73392",30,"D","IT"
"R73393","Student73393",20,"B","CS"
"R73394","Student73394",26,"F","ECE"
"R73395","Student73395",28,"C","IT"
"R73396","Student73396",22,"B","ECE"
"R73397","Student73397",27,"A","ECE"
"R73398","Student73398",21,"D","Civil"
"R73399","Student73399",20,"D","Mech"
"R73400","Student73400",21,"B","Civil"
"R73401","Student73401",23,"F","Mech"
"R73402","Student73402",20,"F","IT"
"R73403","Student73403",28,"C","IT"
"R73404","Student73404",20,"F","ECE"
"R73405","Student73405",28,"D","IT"
"R73406","Student73406",20,"C","IT"
"R73407","Student73407",24,"F","IT"
"R73408","Student73408",26,"C","IT"
"R73409","Student73409",27,"C","CS"
"R73410","Student73410",29,"A","IT"
"R73411","Student73411",27,"F","ECE"
"R73412","Student73412",19,"A","CS"
"R73413","Student73413",29,"F","ECE"
"R73414","Student73414",29,"D","Mech"
"R73415","Student73415",27,"C","IT"
"R73416","Student73416",27,"D","Mech"
"R73417","Student73417",26,"F","Mech"
"R73418","Student73418",29,"C","Civil"
"R73419","Student73419",29,"A","Civil"
"R73420","Student73420",30,"D","CS"
"R73421","Student73421",23,"D","CS"
"R73422","Student73422",20,"B","Civil"
"R73423","Student73423",30,"A","CS"
"R73424","Student73424",22,"D","Civil"
"R73425","Student73425",21,"A","CS"
"R73426","Student73426",21,"B","IT"
"R73427","Student73427",23,"B","IT"
"R73428","Student73428",24,"C","CS"
"R73429","Student73429",22,"C","IT"
"R73430","Student73430",29,"A","CS"
"R73431","Student73431",20,"F","IT"
"R73432","Student73432",23,"C","ECE"
"R73433","Student73433",18,"C","IT"
"R73434","Student73434",28,"C","CS"
"R73435","Student73435",20,"A","CS"
"R73436","Student73436",25,"F","Mech"
"R73437","Student73437",29,"A","CS"
"R73438","Student73438",26,"B","CS"
"R73439","Student73439",22,"C","CS"
"R73440","Student73440",26,"C","Civil"
"R73441","Student73441",21,"B","Mech"
"R73442","Student73442",22,"D","IT"
"R73443","Student73443",30,"A","IT"
"R73444","Student73444",30,"B","IT"
"R73445","Student73445",23,"C","IT"
"R73446","Student73446",29,"C","CS"
"R73447","Student73447",19,"F","ECE"
"R73448","Student73448",28,"B","ECE"
"R73449","Student73449",27,"B","Mech"
"R73450","Student73450",20,"F","Civil"
"R73451","Student73451",20,"F","Civil"
"R73452","Student73452",27,"F","ECE"
"R73453","Student73453",30,"D","CS"
"R73454","Student73454",24,"F","CS"
"R73455","Student73455",26,"B","IT"
"R73456","Student73456",25,"D","CS"
"R73457","Student73457",20,"C","CS"
"R73458","Student73458",20,"B","ECE"
"R73459","Student73459",20,"A","ECE"
"R73460","Student73460",29,"B","ECE"
"R73461","Student73461",27,"F","Civil"
"R73462","Student73462",24,"B","IT"
"R73463","Student73463",21,"A","Mech"
"R73464","Student73464",24,"C","CS"
"R73465","Student73465",21,"F","Civil"
"R73466","Student73466",30,"F","ECE"
"R73467","Student73467",20,"F","ECE"
"R73468","Student73468",22,"A","Mech"
"R73469","Student73469",21,"C","Mech"
"R73470","Student73470",25,"A","Civil"
"R73471","Student73471",19,"B","Mech"
"R73472","Student73472",22,"D","Civil"
"R73473","Student73473",28,"F","CS"
"R73474","Student73474",26,"B","CS"
"R73475","Student73475",23,"A","ECE"
"R73476","Student73476",18,"B","Civil"
"R73477","Student73477",25,"C","Mech"
"R73478","Student73478",22,"D","Mech"
"R73479","Student73479",28,"F","Civil"
"R73480","Student73480",22,"D","CS"
"R73481","Student73481",18,"C","ECE"
"R73482","Student73482",21,"F","Mech"
"R73483","Student73483",20,"F","CS"
"R73484","Student73484",30,"D","CS"
"R73485","Student73485",22,"F","ECE"
"R73486","Student73486",30,"B","Civil"
"R73487","Student73487",30,"D","IT"
"R73488","Student73488",24,"D","IT"
"R73489","Student73489",26,"A","Mech"
"R73490","Student73490",26,"F","IT"
"R73491","Student73491",28,"D","CS"
"R73492","Student73492",25,"A","ECE"
"R73493","Student73493",19,"C","ECE"
"R73494","Student73494",25,"A","Mech"
"R73495","Student73495",30,"C","CS"
"R73496","Student73496",26,"B","Mech"
"R73497","Student73497",26,"C","CS"
"R73498","Student73498",25,"C","IT"
"R73499","Student73499",20,"A","Civil"
"R73500","Student73500",20,"F","CS"
"R73501","Student73501",21,"D","ECE"
"R73502","Student73502",22,"C","Civil"
"R73503","Student73503",23,"D","Civil"
"R73504","Student73504",20,"C","CS"
"R73505","Student73505",27,"C","Civil"
"R73506","Student73506",27,"D","ECE"
"R73507","Student73507",24,"F","ECE"
"R73508","Student73508",18,"A","ECE"
"R73509","Student73509",30,"B","Civil"
"R73510","Student73510",24,"D","IT"
"R73511","Student73511",21,"A","ECE"
"R73512","Student73512",22,"F","IT"
"R73513","Student73513",24,"C","ECE"
"R73514","Student73514",24,"C","Civil"
"R73515","Student73515",24,"B","ECE"
"R73516","Student73516",19,"F","IT"
"R73517","Student73517",27,"A","Mech"
"R73518","Student73518",29,"D","CS"
"R73519","Student73519",28,"B","Mech"
"R73520","Student73520",25,"C","IT"
"R73521","Student73521",26,"A","Mech"
"R73522","Student73522",19,"A","Mech"
"R73523","Student73523",25,"A","Mech"
"R73524","Student73524",19,"B","IT"
"R73525","Student73525",24,"C","IT"
"R73526","Student73526",26,"A","ECE"
"R73527","Student73527",25,"C","ECE"
"R73528","Student73528",22,"B","ECE"
"R73529","Student73529",19,"D","ECE"
"R73530","Student73530",30,"C","IT"
"R73531","Student73531",27,"B","ECE"
"R73532","Student73532",25,"A","Civil"
"R73533","Student73533",29,"C","CS"
"R73534","Student73534",18,"D","Civil"
"R73535","Student73535",23,"A","ECE"
"R73536","Student73536",19,"C","IT"
"R73537","Student73537",22,"F","IT"
"R73538","Student73538",21,"F","Civil"
"R73539","Student73539",30,"C","ECE"
"R73540","Student73540",25,"D","CS"
"R73541","Student73541",22,"B","Mech"
"R73542","Student73542",22,"C","IT"
"R73543","Student73543",20,"A","CS"
"R73544","Student73544",21,"A","IT"
"R73545","Student73545",18,"C","Civil"
"R73546","Student73546",25,"B","CS"
"R73547","Student73547",27,"A","Civil"
"R73548","Student73548",26,"C","Civil"
"R73549","Student73549",22,"F","CS"
"R73550","Student73550",29,"F","Mech"
"R73551","Student73551",21,"B","Civil"
"R73552","Student73552",30,"F","ECE"
"R73553","Student73553",18,"B","ECE"
"R73554","Student73554",30,"D","ECE"
"R73555","Student73555",30,"B","IT"
"R73556","Student73556",24,"A","IT"
"R73557","Student73557",20,"F","ECE"
"R73558","Student73558",26,"D","Mech"
"R73559","Student73559",29,"A","ECE"
"R73560","Student73560",22,"D","CS"
"R73561","Student73561",27,"B","Civil"
"R73562","Student73562",29,"C","IT"
"R73563","Student73563",25,"A","CS"
"R73564","Student73564",28,"C","Mech"
"R73565","Student73565",26,"A","IT"
"R73566","Student73566",26,"B","IT"
"R73567","Student73567",28,"C","Mech"
"R73568","Student73568",22,"F","Mech"
"R73569","Student73569",25,"A","CS"
"R73570","Student73570",21,"C","Mech"
"R73571","Student73571",29,"B","Civil"
"R73572","Student73572",21,"C","ECE"
"R73573","Student73573",28,"C","Civil"
"R73574","Student73574",28,"C","IT"
"R73575","Student73575",23,"A","ECE"
"R73576","Student73576",27,"A","IT"
"R73577","Student73577",22,"B","Mech"
"R73578","Student73578",25,"D","Mech"
"R73579","Student73579",27,"F","Civil"
"R73580","Student73580",24,"D","Civil"
"R73581","Student73581",20,"A","IT"
"R73582","Student73582",26,"B","CS"
"R73583","Student73583",27,"A","Mech"
"R73584","Student73584",18,"A","ECE"
"R73585","Student73585",20,"B","IT"
"R73586","Student73586",27,"A","Mech"
"R73587","Student73587",27,"F","ECE"
"R73588","Student73588",27,"B","Civil"
"R73589","Student73589",28,"B","Mech"
"R73590","Student73590",28,"D","Civil"
"R73591","Student73591",30,"F","CS"
"R73592","Student73592",29,"C","Civil"
"R73593","Student73593",28,"A","ECE"
"R73594","Student73594",21,"D","Mech"
"R73595","Student73595",29,"C","CS"
"R73596","Student73596",26,"C","Mech"
"R73597","Student73597",22,"D","Mech"
"R73598","Student73598",24,"F","Civil"
"R73599","Student73599",20,"C","Civil"
"R73600","Student73600",20,"C","IT"
"R73601","Student73601",24,"A","Civil"
"R73602","Student73602",25,"F","Civil"
"R73603","Student73603",22,"A","Civil"
"R73604","Student73604",28,"B","Civil"
"R73605","Student73605",23,"F","CS"
"R73606","Student73606",30,"D","Mech"
"R73607","Student73607",23,"F","Mech"
"R73608","Student73608",24,"C","IT"
"R73609","Student73609",29,"F","CS"
"R73610","Student73610",23,"F","CS"
"R73611","Student73611",28,"C","Civil"
"R73612","Student73612",19,"C","Civil"
"R73613","Student73613",23,"B","IT"
"R73614","Student73614",25,"A","ECE"
"R73615","Student73615",27,"C","Mech"
"R73616","Student73616",20,"C","CS"
"R73617","Student73617",25,"B","Civil"
"R73618","Student73618",24,"C","Mech"
"R73619","Student73619",20,"F","CS"
"R73620","Student73620",26,"B","CS"
"R73621","Student73621",27,"D","IT"
"R73622","Student73622",25,"B","IT"
"R73623","Student73623",22,"B","ECE"
"R73624","Student73624",30,"A","Mech"
"R73625","Student73625",27,"F","Civil"
"R73626","Student73626",18,"A","Civil"
"R73627","Student73627",20,"F","CS"
"R73628","Student73628",30,"A","ECE"
"R73629","Student73629",29,"F","Mech"
"R73630","Student73630",18,"B","ECE"
"R73631","Student73631",22,"A","IT"
"R73632","Student73632",27,"F","Mech"
"R73633","Student73633",25,"B","CS"
"R73634","Student73634",30,"A","CS"
"R73635","Student73635",22,"D","Mech"
"R73636","Student73636",24,"F","Mech"
"R73637","Student73637",24,"C","ECE"
"R73638","Student73638",25,"C","IT"
"R73639","Student73639",19,"F","ECE"
"R73640","Student73640",27,"A","CS"
"R73641","Student73641",24,"B","CS"
"R73642","Student73642",18,"D","CS"
"R73643","Student73643",20,"F","IT"
"R73644","Student73644",19,"F","IT"
"R73645","Student73645",25,"A","Civil"
"R73646","Student73646",27,"D","Civil"
"R73647","Student73647",27,"D","CS"
"R73648","Student73648",20,"C","ECE"
"R73649","Student73649",30,"B","Civil"
"R73650","Student73650",24,"A","ECE"
"R73651","Student73651",25,"F","CS"
"R73652","Student73652",25,"A","Mech"
"R73653","Student73653",24,"C","Mech"
"R73654","Student73654",22,"F","IT"
"R73655","Student73655",29,"B","CS"
"R73656","Student73656",29,"A","Mech"
"R73657","Student73657",28,"B","Mech"
"R73658","Student73658",24,"D","Civil"
"R73659","Student73659",20,"C","IT"
"R73660","Student73660",30,"C","Civil"
"R73661","Student73661",23,"A","IT"
"R73662","Student73662",30,"A","Mech"
"R73663","Student73663",21,"B","Civil"
"R73664","Student73664",19,"A","Civil"
"R73665","Student73665",18,"F","Mech"
"R73666","Student73666",28,"F","Mech"
"R73667","Student73667",22,"D","CS"
"R73668","Student73668",18,"B","Civil"
"R73669","Student73669",27,"C","Mech"
"R73670","Student73670",23,"A","Civil"
"R73671","Student73671",20,"A","IT"
"R73672","Student73672",27,"D","CS"
"R73673","Student73673",19,"B","ECE"
"R73674","Student73674",23,"F","CS"
"R73675","Student73675",26,"B","IT"
"R73676","Student73676",30,"D","Mech"
"R73677","Student73677",27,"D","CS"
"R73678","Student73678",24,"A","Civil"
"R73679","Student73679",19,"C","CS"
"R73680","Student73680",25,"A","CS"
"R73681","Student73681",20,"C","Civil"
"R73682","Student73682",20,"A","Civil"
"R73683","Student73683",18,"F","Civil"
"R73684","Student73684",26,"D","Civil"
"R73685","Student73685",28,"C","CS"
"R73686","Student73686",21,"B","CS"
"R73687","Student73687",26,"D","Civil"
"R73688","Student73688",29,"A","CS"
"R73689","Student73689",30,"B","CS"
"R73690","Student73690",27,"B","ECE"
"R73691","Student73691",18,"C","CS"
